gw,lc,ld,ang
FALSE,tnm,ltr,Tabla
FALSE,tnm-x-yewena,ltr,
FALSE,tnm-x-yokari,ltr,Yokari
FALSE,tnn,ltr,"Tanna, North"
FALSE,tno,ltr,Toromono
FALSE,tnp,ltr,Whitesands
FALSE,tnq,ltr,Taíno
FALSE,tnr,ltr,Ménik
FALSE,tns,ltr,Tenis
FALSE,tnt,ltr,Tontemboan
FALSE,tnu,ltr,Tay Khang
FALSE,tnv,ltr,Tangchangya
FALSE,tnw,ltr,Tonsawang
FALSE,tnx,ltr,Tanema
FALSE,tny,ltr,Tongwe
FALSE,tnz,ltr,Tonga
FALSE,to,ltr,Tonga (Tonga Islands)
FALSE,tob,ltr,Toba
FALSE,toc,ltr,"Totonac, Coyutla"
FALSE,tod,ltr,Toma
FALSE,tof,ltr,Gizrra
FALSE,tog,ltr,Tonga
FALSE,toh,ltr,Tonga
FALSE,toi,ltr,Tonga
FALSE,toi-x-tokaleya,ltr,Leya
FALSE,toj,ltr,Tojolabal
FALSE,tol,ltr,Tolowa
FALSE,tom,ltr,Tombulu
FALSE,tom-x-bahunt,ltr,
FALSE,tom-x-borgo,ltr,
FALSE,too,ltr,"Totonac, Xicotepec de Juárez"
FALSE,top,ltr,"Totonac, Papantla"
FALSE,toq,ltr,Toposa
FALSE,tor,ltr,"Banda, Vara"
FALSE,tor-x-togbobanda,ltr,Togbo Banda
FALSE,tos,ltr,"Totonac, Highland"
FALSE,tou,ltr,Tho
FALSE,tov,ltr,"Taromi, Upper"
FALSE,tow,ltr,Jemez
FALSE,tox,ltr,Tobian
FALSE,toy,ltr,Topoiyo
FALSE,toz,ltr,To
FALSE,tpa,ltr,Taupota
FALSE,tpc,ltr,"Me’phaa, Azoyú"
FALSE,tpe,ltr,Tippera
FALSE,tpf,ltr,Tarpia
FALSE,tpg,ltr,Kula
TRUE,tpi,ltr,Tok Pisin
FALSE,tpi-x-pngsl,ltr,
FALSE,tpj,ltr,Ñandeva
FALSE,tpk,ltr,Tupinikin
FALSE,tpl,ltr,"Me’phaa, Tlacoapa"
FALSE,tpm,ltr,Tampulma
FALSE,tpn,ltr,Tupi
FALSE,tpo,ltr,Tai Pao
FALSE,tpp,ltr,"Tepehua, Pisaflores"
FALSE,tpq,ltr,Tukpa
FALSE,tpr,ltr,Tuparí
FALSE,tpt,ltr,"Tepehua, Tlachichilco"
FALSE,tpu,ltr,Tampuan
FALSE,tpv,ltr,Tanapag
FALSE,tpw,ltr,Tupi
FALSE,tpx,ltr,"Me’phaa, Acatepec"
FALSE,tpy,ltr,Trumai
FALSE,tpz,ltr,Tinputz
FALSE,tqb,ltr,Tembé
FALSE,tql,ltr,Lehali
FALSE,tqm,ltr,Turumsa
FALSE,tqn,ltr,Tenino
FALSE,tqo,ltr,Toaripi
FALSE,tqo-x-kaipi,ltr,Kaipi
FALSE,tqo-x-melaripi,ltr,Melaripi
FALSE,tqp,ltr,Tomoip
FALSE,tqq,ltr,Tunni
FALSE,tqr,ltr,Torona
FALSE,tqt,ltr,"Totonac, Ozumatlán"
FALSE,tqu,ltr,Touo
FALSE,tqw,ltr,Tonkawa
TRUE,tr,ltr,Turkish
FALSE,tra,ltr,Tirahi
FALSE,trb,ltr,Terebu
FALSE,trc,ltr,"Triqui, Copala"
FALSE,trd,ltr,Turi
FALSE,tre,ltr,"Tarangan, East"
FALSE,trf,ltr,Trinidadian Creole English
FALSE,trg,rtl,Lishán Didán
FALSE,trh,ltr,Turaka
FALSE,tri,ltr,Trió
FALSE,trj,ltr,Toram
FALSE,trl,ltr,Traveller Scottish
FALSE,trm,ltr,Tregami
FALSE,trn,ltr,Trinitario
FALSE,tro,ltr,"Naga, Tarao"
FALSE,trp,ltr,Kok Borok
FALSE,trq,ltr,"Triqui, San Martín Itunyoso"
FALSE,trr,ltr,Taushiro
FALSE,trs,ltr,"Triqui, Chicahuaxtla"
FALSE,trt,ltr,Tunggare
FALSE,tru,ltr,Turoyo
FALSE,trv,ltr,Taroko
FALSE,trw,ltr,Torwali
FALSE,trx,ltr,"Bidayuh, Tringgus-Sembaan"
FALSE,trz,ltr,Torá
FALSE,ts,ltr,Tsonga
FALSE,tsa,ltr,Tsaangi
FALSE,tsb,ltr,Tsamai
FALSE,tsc,ltr,Tswa
FALSE,tsd,ltr,Tsakonian
FALSE,tse,ltr,Tunisian Sign Language
FALSE,tsg,ltr,Tausug
FALSE,tsg-x-timurindel,ltr,Timur Indelio
FALSE,tsh,ltr,Tsuvan
FALSE,tsi,ltr,Tsimshian
FALSE,tsj,ltr,Tshangla
FALSE,tsk,ltr,Tseku
FALSE,tsl,ltr,Ts’ün-Lao
FALSE,tsm,ltr,Turkish Sign Language
FALSE,tsp,ltr,"Toussian, Northern"
FALSE,tsq,ltr,Thai Sign Language
FALSE,tsr,ltr,Akei
FALSE,tss,ltr,Taiwan Sign Language
FALSE,tst,ltr,Tondi Songway Kiini
FALSE,tsu,ltr,Tsou
FALSE,tsv,ltr,Tsogo
FALSE,tsw,ltr,Tsishingini
FALSE,tsx,ltr,Mubami
FALSE,tsy,ltr,Tebul Sign Language
FALSE,tsz,ltr,Purepecha
FALSE,tt,ltr,Tatar
FALSE,tta,ltr,
FALSE,ttb,ltr,Gaa
FALSE,ttc,ltr,Tektiteko
FALSE,ttd,ltr,Tauade
FALSE,ttd-x-aivara,ltr,Aivara
FALSE,ttd-x-ivani,ltr,Ivani
FALSE,ttd-x-pioro,ltr,Pioro
FALSE,tte,ltr,Bwanabwana
FALSE,ttf,ltr,Tuotomb
FALSE,ttg,ltr,Tutong
FALSE,tth,ltr,"Ta’oih, Upper"
FALSE,tti,ltr,Tobati
FALSE,ttj,ltr,Tooro
FALSE,ttk,ltr,Totoro
FALSE,ttl,ltr,Totela
FALSE,ttl-x-totelnamib,ltr,Totela
FALSE,ttm,ltr,"Tutchone, Northern"
FALSE,ttn,ltr,Towei
FALSE,tto,ltr,"Ta’oih, Lower"
FALSE,ttp,ltr,Tombelala
FALSE,ttq,ltr,"Tamajaq, Tawallammat"
FALSE,ttq-x-ttwestniger,ltr,Tawellemet
FALSE,ttr,ltr,Tera
FALSE,tts,ltr,"Thai, Northeastern"
FALSE,ttt,ltr,"Tat, Muslim"
FALSE,ttt-x-ismai,ltr,Ismaili
FALSE,ttt-x-txizi,ltr,Chichi
FALSE,ttu,ltr,Torau
FALSE,ttv,ltr,Titan
FALSE,ttw,ltr,Long Wat
FALSE,tty,ltr,Sikaritai
FALSE,ttz,ltr,Tsum
FALSE,tua,ltr,Wiarumus
FALSE,tub,ltr,Tübatulabal
FALSE,tuc,ltr,Mutu
FALSE,tud,ltr,Tuxá
FALSE,tue,ltr,Tuyuca
FALSE,tuf,ltr,"Tunebo, Central"
FALSE,tug,ltr,Tunia
FALSE,tuh,ltr,Taulil
FALSE,tui,ltr,Tupuri
FALSE,tuj,ltr,Tugutil
FALSE,tuk-x-levantin,rtl,Levantine Turkmen
FALSE,tul,ltr,Tula
FALSE,tum,ltr,Tumbuka
FALSE,tum-x-yombe,ltr,Tumbuka Yombe
FALSE,tun,ltr,Tunica
FALSE,tuo,ltr,Tucano
FALSE,tuq,ltr,Tedaga
FALSE,tus,ltr,Tuscarora
FALSE,tuv,ltr,Turkana
FALSE,tuy,ltr,Tugen
FALSE,tuz,ltr,Turka
FALSE,tva,ltr,Vaghua
FALSE,tvd,ltr,Tsuvadi
FALSE,tvk,ltr,"Ambrym, Southeast"
FALSE,tvl,ltr,Tuvaluan
FALSE,tvm,ltr,Tela-Masbuar
FALSE,tvn,ltr,Tavoyan
FALSE,tvo,ltr,Tidore
FALSE,tvs,ltr,Taveta
FALSE,tvt,ltr,"Naga, Tutsa"
FALSE,tvu,ltr,Tunen
FALSE,tvw,ltr,Sedoa
FALSE,tw,ltr,Twi
FALSE,twa,ltr,Twana
FALSE,twb,ltr,"Tawbuid, Western"
FALSE,twc,ltr,Teshenawa
FALSE,twd,ltr,Twents
FALSE,twe,ltr,Teiwa
FALSE,twe-x-lebang,ltr,
FALSE,twf,ltr,"Tiwa, Northern"
FALSE,twg,ltr,Tereweng
FALSE,twh,ltr,Tai Dón
FALSE,twl,ltr,Tawara
FALSE,twm,ltr,"Monpa, Tawang"
FALSE,twm-x-memba,ltr,
FALSE,twm-x-mompa,ltr,
FALSE,twn,ltr,Twendi
FALSE,two,ltr,Tswapong
FALSE,twp,ltr,Ere
FALSE,twq,ltr,Tasawaq
FALSE,twr,ltr,"Tarahumara, Southwestern"
FALSE,twt,ltr,Turiwára
FALSE,twu,ltr,Termanu
FALSE,tww,ltr,Tuwari
FALSE,twx,ltr,Tewe
FALSE,twy,ltr,Tawoyan
FALSE,txa,ltr,Tombonuo
FALSE,txa-x-lingkabau,ltr,Lingkabau
FALSE,txb,ltr,Tokharian B
FALSE,txc,ltr,Tsetsaut
FALSE,txe,ltr,Totoli
FALSE,txg,ltr,Tangut
FALSE,txh,ltr,Thracian
FALSE,txi,ltr,Ikpeng
FALSE,txj,ltr,Tarjumo
FALSE,txm,ltr,Tomini
FALSE,txn,ltr,"Tarangan, West"
FALSE,txo,ltr,Toto
FALSE,txq,ltr,Tii
FALSE,txq-x-loteletun,ltr,Loteletun
FALSE,txr,ltr,Tartessian
FALSE,txs,ltr,Tonsea
FALSE,txt,ltr,Citak
FALSE,txu,ltr,Kayapó
FALSE,txx,ltr,Tatana
FALSE,txy,ltr,"Malagasy, Tanosy"
FALSE,ty,ltr,Tahitian
FALSE,tya,ltr,Tauya
FALSE,tya-x-kausi,ltr,Kausi
FALSE,tya-x-pukesi,ltr,Pukesi
FALSE,tye,ltr,Kyanga
FALSE,tyh,ltr,O’du
FALSE,tyi,ltr,Teke-Tsaayi
FALSE,tyj,ltr,Tai Do
FALSE,tyl,ltr,Thu Lao
FALSE,tyn,ltr,Kombai
FALSE,tyn-x-kombateyan,ltr,Kombai Teyan
FALSE,tyn-x-ringgalela,ltr,Kombai Ringgalela
FALSE,tyr,ltr,Tai Daeng
FALSE,tys,ltr,Tày Sa Pa
FALSE,tyt,ltr,Tay Tac
FALSE,tyu,ltr,Kua
FALSE,tyv,ltr,Tuva
FALSE,tyx,ltr,Teke-Tyee
FALSE,tyz,ltr,Tày
FALSE,tza,ltr,Tanzanian Sign Language
FALSE,tzc,ltr,Chamula Tzotzil
FALSE,tzh,ltr,Tzeltal
FALSE,tzh-x-oxchuctzeltal,ltr,Tzeltal de Oxchuc
FALSE,tzh-x-tenejapa,ltr,Tzeltal de Tenejapa
FALSE,tzj,ltr,Tz’utujil
FALSE,tzl,ltr,
FALSE,tzm,ltr,"Tamazight, Central Atlas"
FALSE,tzn,ltr,Tugun
FALSE,tzo,ltr,Tzotzil
FALSE,tzo-x-chalchihuitan,ltr,Tzotzil de Chalchihuitan
FALSE,tzo-x-chenalho,ltr,Tzotzil de Chenalho
FALSE,tzo-x-huixtan,ltr,Tzotzil de Huixtan
FALSE,tzx,ltr,Tabriak
FALSE,uam,ltr,Uamué
FALSE,uan,ltr,Kuan
FALSE,uar,ltr,Tairuma
FALSE,uba,ltr,Ubang
FALSE,ubi,ltr,Ubi
FALSE,ubl,ltr,"Bikol, Buhi’non"
FALSE,ubr,ltr,Ubir
FALSE,ubu,ltr,Umbu-Ungu
FALSE,ubu-x-kambiya,ltr,Kambiya
FALSE,uda,ltr,Uda
FALSE,ude,ltr,Udihe
FALSE,udg,ltr,Muduga
FALSE,udi,ltr,Udi
FALSE,udj,ltr,Ujir
FALSE,udl,ltr,Wuzlam
FALSE,udm,ltr,Udmurt
FALSE,udm-x-norudmurt,ltr,Northern Udmurt
FALSE,udu,ltr,Uduk
FALSE,ues,ltr,Kioko
FALSE,ufi,ltr,Ufim
FALSE,ug,ltr,Uyghur
FALSE,uga,ltr,Ugaritic
FALSE,uge,ltr,Ughele
FALSE,ugn,ltr,Ugandan Sign Language
FALSE,ugn-x-rwandansl,ltr,Rwandan Sign Language
FALSE,ugo,ltr,Ugong
FALSE,ugy,ltr,Uruguayan Sign Language
FALSE,uha,ltr,Uhami
FALSE,uhn,ltr,Damal
FALSE,uis,ltr,Uisai
FALSE,uiv,ltr,Iyive
FALSE,uji,ltr,Tanjijili
FALSE,uk,ltr,Ukrainian
FALSE,uka,ltr,Kaburi
FALSE,ukg,ltr,Ukuriguma
FALSE,ukh,ltr,Ukhwejo
FALSE,ukl,ltr,Ukrainian Sign Language
FALSE,ukp,ltr,Ukpe-Bayobiri
FALSE,ukq,ltr,Ukwa
FALSE,uks,ltr,Kaapor Sign Language
FALSE,uku,ltr,Ukue
FALSE,ukv,ltr,Kuku
FALSE,ukw,ltr,Ukwuani-Aboh-Ndoni
FALSE,ula,ltr,Fungwa
FALSE,ulb,ltr,Ulukwumi
FALSE,ulc,ltr,Ulch
FALSE,ule,ltr,Lule
FALSE,ulf,ltr,Usku
FALSE,uli,ltr,Ulithian
FALSE,ulk,ltr,Meriam
FALSE,ull,ltr,Ullatan
FALSE,ulm,ltr,Ulumanda’
FALSE,uln,ltr,Unserdeutsch
FALSE,ulu,ltr,Uma’ Lung
FALSE,ulw,ltr,Ulwa
FALSE,uma,ltr,Umatilla
FALSE,umb,ltr,Umbundu
FALSE,umc,ltr,
FALSE,umi,ltr,Ukit
FALSE,umm,ltr,Umon
FALSE,umn,ltr,"Naga, Makyan"
FALSE,umo,ltr,Umotína
FALSE,ump,ltr,Umpila
FALSE,ums,ltr,Pendau
FALSE,umu,ltr,Munsee
FALSE,una,ltr,"Watut, North"
FALSE,und,ltr,
FALSE,une,ltr,Uneme
FALSE,ung,ltr,Ngarinyin
FALSE,unk,ltr,Enawené-Nawé
FALSE,unm,ltr,Unami
FALSE,unn,ltr,Kurnai
FALSE,unr,ltr,Mundari
FALSE,unu,ltr,Unubahe
FALSE,unx,ltr,Munda
FALSE,unz,ltr,"Kaili, Unde"
FALSE,upi,ltr,Umeda
FALSE,upv,ltr,Uripiv-Wala-Rano-Atchin
FALSE,upv-x-naledo,ltr,Nale Do
TRUE,ur,rtl,Urdu
FALSE,ura,ltr,Urarina
FALSE,urb,ltr,Kaapor
FALSE,ur-Deva,ltr,Urdu Devanagari script
FALSE,ure,ltr,Uru
FALSE,urg,ltr,Urigina
FALSE,urg-x-ohjob,ltr,Ohjob
FALSE,urg-x-undi,ltr,Undi
FALSE,urh,ltr,Urhobo
FALSE,uri,ltr,Urim
FALSE,urk,ltr,Urak Lawoi’
FALSE,url,ltr,Urali
FALSE,urm,ltr,Urapmin
FALSE,urn,ltr,Uruangnirin
FALSE,uro,ltr,Ura
FALSE,urp,ltr,Uru-Pa-In
FALSE,urr,ltr,Löyöp
FALSE,urt,ltr,Urat
FALSE,urw,ltr,Sop
FALSE,urw-x-kono,ltr,Kono
FALSE,urw-x-maling,ltr,Maling
FALSE,urw-x-onee,ltr,Onee
FALSE,urx,ltr,Urimo
TRUE,ur-x-dcv,rtl,Urdu - Dominant Culture Variant
FALSE,ury,ltr,Orya
FALSE,ury-x-oryataja,ltr,Orya-Taja
FALSE,urz,ltr,Uru-Eu-Wau-Wau
FALSE,usa,ltr,Usarufa
FALSE,ush,ltr,Ushojo
FALSE,usi,ltr,Usoi
FALSE,usk,ltr,Usaghade
FALSE,usp,ltr,Uspanteko
FALSE,uss,ltr,Western Duka
FALSE,usu,ltr,Uya
FALSE,uta,ltr,Otank
FALSE,ute,ltr,Ute-Southern Paiute
FALSE,uth,ltr,Eastern Duka
FALSE,utp,ltr,Amba
FALSE,utr,ltr,Etulo
FALSE,utu,ltr,Utu
FALSE,utu-x-ivap,ltr,Ivap
FALSE,uum,ltr,Urum
FALSE,uur,ltr,Ura
FALSE,uuu,ltr,U
FALSE,uve,ltr,Fagauvea
FALSE,uvh,ltr,Uri
FALSE,uvl,ltr,Lote
FALSE,uwa,ltr,Kuku-Uwanh
FALSE,uya,ltr,Doko-Uyanga
FALSE,uz,ltr,Uzbek
FALSE,uzn,ltr,"Uzbek, Northern"
FALSE,uzs,ltr,"Uzbek, Southern"
FALSE,vaa,ltr,Vaagri Booli
FALSE,vaa-x-akkipikki,ltr,Akki Pikki
FALSE,vaa-x-konaakki,ltr,
FALSE,vae,ltr,Vale
FALSE,vaf,ltr,Vafsi
FALSE,vag,ltr,Vagla
FALSE,vah,ltr,Varhadi-Nagpuri
FALSE,vai,ltr,Vai
FALSE,vaj,ltr,Northwestern !Kung
FALSE,val,ltr,Vehes
FALSE,vam,ltr,Vanimo
FALSE,van,ltr,Valman
FALSE,vao,ltr,Vao
FALSE,vap,ltr,Vaiphei
FALSE,var,ltr,Huarijío
FALSE,vas,ltr,Vasavi
FALSE,vau,ltr,Vanuma
FALSE,vav,ltr,Varli
FALSE,vay,ltr,Vayu
FALSE,vbb,ltr,"Babar, Southeast"
FALSE,vbk,ltr,"Bontok, Southwestern"
FALSE,ve,ltr,Venda
FALSE,vec,ltr,Venetian
FALSE,ved,ltr,Veddah
FALSE,vel,ltr,Veluws
FALSE,vem,ltr,Vemgo-Mabas
FALSE,veo,ltr,Ventureño
FALSE,vep,ltr,Veps
FALSE,ver,ltr,Mom Jango
FALSE,ver-x-vere,ltr,
FALSE,vgr,ltr,Vaghri
FALSE,vgt,ltr,Flemish Sign Language
TRUE,vi,ltr,Vietnamese
FALSE,vic,ltr,Virgin Islands Creole English
FALSE,vid,ltr,Vidunda
FALSE,vif,ltr,Vili
FALSE,vig,ltr,Viemo
FALSE,vin,ltr,Vinza
FALSE,vis,ltr,Vishavan
FALSE,vit,ltr,Viti
FALSE,viv,ltr,Iduna
FALSE,vki,ltr,Ija-Zuba
FALSE,vkj,ltr,Kujargé
FALSE,vkk,ltr,Kaur
FALSE,vkl,ltr,Kulisusu
FALSE,vko,ltr,Kodeoha
FALSE,vkp,ltr,Korlai Creole Portuguese
FALSE,vkt,ltr,"Malay, Tenggarong Kutai"
FALSE,vku,ltr,Kurrama
FALSE,vlp,ltr,Valpei
FALSE,vls,ltr,Vlaams
FALSE,vma,ltr,Martuyhunira
FALSE,vmc,ltr,"Mixtec, Juxtlahuaca"
FALSE,vmd,ltr,"Koraga, Mudu"
FALSE,vme,ltr,"Masela, East"
FALSE,vmf,ltr,Mainfränkisch
FALSE,vmg,ltr,Lungalunga
FALSE,vmh,ltr,Maraghei
FALSE,vmj,ltr,"Mixtec, Ixtayutla"
FALSE,vmk,ltr,Makhuwa-Shirima
FALSE,vmm,ltr,"Mixtec, Mitlatongo"
FALSE,vmp,ltr,"Mazatec, Soyaltepec"
FALSE,vmq,ltr,"Mixtec, Soyaltepec"
FALSE,vmr,ltr,Marenje
FALSE,vmw,ltr,Makhuwa
FALSE,vmx,ltr,"Mixtec, Tamazola"
FALSE,vmy,ltr,"Mazatec, Ayautla"
FALSE,vmz,ltr,"Mazatec, Mazatlán"
FALSE,vnk,ltr,Lovono
FALSE,vnm,ltr,Neve’ei
FALSE,vnp,ltr,Vunapu
FALSE,vo,ltr,Volapük
FALSE,vor,ltr,Voro
FALSE,vot,ltr,Vod
FALSE,vra,ltr,Vera’a
FALSE,vro,ltr,Võro
FALSE,vrs,ltr,Varisi
FALSE,vrt,ltr,Banam Bay
FALSE,vsi,ltr,Moldova Sign Language
FALSE,vsl,ltr,Venezuelan Sign Language
FALSE,vsv,ltr,Valencian Sign Language
FALSE,vto,ltr,Vitou
FALSE,vum,ltr,Vumbu
FALSE,vun,ltr,Vunjo
FALSE,vut,ltr,Vute
FALSE,vwa,ltr,Awa
FALSE,wa,ltr,Walloon
FALSE,waa,ltr,Walla Walla
FALSE,wab,ltr,Wab
FALSE,wac,ltr,Wasco-Wishram
FALSE,wad,ltr,Wandamen
FALSE,wae,ltr,Walser
FALSE,waf,ltr,Wakoná
FALSE,wag,ltr,Wa’ema
FALSE,wah,ltr,Watubela
FALSE,wai,ltr,Wares
FALSE,waj,ltr,Waffa
FALSE,wal,ltr,Wolaytta
FALSE,wam,ltr,Wampanoag
FALSE,wan,ltr,Wan
FALSE,wao,ltr,Wappo
FALSE,wap,ltr,Wapishana
FALSE,waq,ltr,Wageman
FALSE,war,ltr,Waray-Waray
FALSE,was,ltr,Washo
FALSE,wat,ltr,Kaninuwa
FALSE,wau,ltr,Waurá
FALSE,wav,ltr,Waka
FALSE,waw,ltr,Waiwai
FALSE,wax,ltr,Marangis
FALSE,way,ltr,Wayana
FALSE,waz,ltr,Wampur
FALSE,wba,ltr,Warao
FALSE,wbb,ltr,Wabo
FALSE,wbe,ltr,Waritai
FALSE,wbf,ltr,Wara
FALSE,wbh,ltr,Wanda
FALSE,wbi,ltr,Vwanji
FALSE,wbj,ltr,Alagwa
FALSE,wbk,ltr,Waigali
FALSE,wbl,ltr,Wakhi
FALSE,wbm,ltr,"Wa, Vo"
FALSE,wbp,ltr,Warlpiri
FALSE,wbq,ltr,Waddar
FALSE,wbq-x-kusburva,ltr,
FALSE,wbr,ltr,Wagdi
FALSE,wbs,ltr,West Bengal Sign Language
FALSE,wbt,ltr,Wanman
FALSE,wbv,ltr,Wajarri
FALSE,wbw,ltr,Woi
FALSE,wbw-x-woinap,ltr,Woinap
FALSE,wca,ltr,Yanomámi
FALSE,wci,ltr,"Gbe, Waci"
FALSE,wdd,ltr,Wandji
FALSE,wdg,ltr,Wadaginam
FALSE,wdj,ltr,Wadjiginy
FALSE,wec,ltr,Wè Western
FALSE,wed,ltr,Wedau
FALSE,weg,ltr,Wergaia
FALSE,weh,ltr,Weh
FALSE,wei,ltr,Kiunum
FALSE,wem,ltr,"Gbe, Weme"
FALSE,weo,ltr,Wemale
FALSE,wep,ltr,Westphalien
FALSE,wer,ltr,Weri
FALSE,wes,ltr,"Pidgin, Cameroon"
FALSE,wet,ltr,Perai
FALSE,weu,ltr,"Chin, Rawngtu"
FALSE,weu-x-lawngtu,ltr,
FALSE,wew,ltr,Wejewa
FALSE,wew-x-loli,ltr,Loli
FALSE,wfg,ltr,Zorop
FALSE,wgb,ltr,Wagawaga
FALSE,wgi,ltr,Wahgi
FALSE,wgi-x-kumai,ltr,Kumai
FALSE,wgo,ltr,Waigeo
FALSE,wgu,ltr,Wirangu
FALSE,wgy,ltr,Warrgamay
FALSE,wha,ltr,Manusela
FALSE,whg,ltr,"Wahgi, North"
FALSE,whk,ltr,"Kenyah, Wahau"
FALSE,whk-x-amaktimei,ltr,
FALSE,whk-x-lebukulit,ltr,Lebu' Kulit
FALSE,whk-x-longpulung,ltr,Long Pulung
FALSE,whu,ltr,"Kayan, Wahau"
FALSE,wib,ltr,"Toussian, Southern"
FALSE,wic,ltr,Wichita
FALSE,wig,ltr,Wik-Ngathana
FALSE,wih,ltr,Wik-Me’anha
FALSE,wii,ltr,Minidien
FALSE,wij,ltr,Wik-Iiyanh
FALSE,wik,ltr,Wikalkan
FALSE,wim,ltr,Wik-Mungkan
FALSE,win,ltr,Ho-Chunk
FALSE,wiu,ltr,Wiru
FALSE,wiv,ltr,Vitu
FALSE,wiy,ltr,Wiyot
FALSE,wja,ltr,Waja
FALSE,wji,ltr,Warji
FALSE,wkb,ltr,Kumbaran
FALSE,wkd,ltr,Mo
FALSE,wkl,ltr,Kalanadi
FALSE,wku,ltr,Kunduvadi
FALSE,wkw,ltr,Wakawaka
FALSE,wla,ltr,Walio
FALSE,wlc,ltr,"Comorian, Mwali"
FALSE,wle,ltr,Wolane
FALSE,wlg,ltr,Kunbarlang
FALSE,wli,ltr,Waioli
FALSE,wli-x-tiana,ltr,Tiana
FALSE,wll,ltr,Wali
FALSE,wlm,ltr,Middle Welsh
FALSE,wlo,ltr,Wolio
FALSE,wlr,ltr,Wailapa
FALSE,wls,ltr,Wallisian
FALSE,wlv,ltr,Wichí Lhamtés Vejoz
FALSE,wlw,ltr,Walak
FALSE,wlx,ltr,Wali
FALSE,wmb,ltr,Wambaya
FALSE,wmc,ltr,Wamas
FALSE,wmd,ltr,Mamaindé
FALSE,wme,ltr,Wambule
FALSE,wmh,ltr,Waima’a
FALSE,wmm,ltr,Maiwa
FALSE,wmo,ltr,Wom
FALSE,wms,ltr,Wambon
FALSE,wms-x-senggawop,ltr,Wambon Senggawop
FALSE,wms-x-wambonsait,ltr,Wambon Sait
FALSE,wmt,ltr,Walmajarri
FALSE,wmw,ltr,Mwani
FALSE,wmx,ltr,Womo
FALSE,wnb,ltr,Wanambre
FALSE,wnc,ltr,Wantoat
FALSE,wne,ltr,Waneci
FALSE,wng,ltr,Wanggom
FALSE,wni,ltr,"Comorian, Ndzwani"
FALSE,wnk,ltr,Wanukaka
FALSE,wno,ltr,Wano
FALSE,wnp,ltr,Wanap
FALSE,wnu,ltr,Usan
FALSE,wnw,ltr,Wintu
FALSE,wny,ltr,Wanyi
FALSE,wo,ltr,Wolof
FALSE,woa,ltr,Tyaraity
FALSE,wob,ltr,Wè Northern
FALSE,woc,ltr,Wogeo
FALSE,wod,ltr,Wolani
FALSE,woe,ltr,Woleaian
FALSE,wof,ltr,"Wolof, Gambian"
FALSE,wog,ltr,Wogamusin
FALSE,woi,ltr,Kamang
FALSE,woi-x-suboo,ltr,Suboo
FALSE,wok,ltr,Longto
FALSE,wom,ltr,Wom
FALSE,won,ltr,Wongo
FALSE,won-x-logondjo,ltr,
FALSE,woo,ltr,Manombai
FALSE,wor,ltr,Woria
FALSE,wos,ltr,Hanga Hundi
FALSE,wow,ltr,Wawonii
FALSE,woy,ltr,Weyto
FALSE,wpc,ltr,Maco
FALSE,wra,ltr,Warapu
FALSE,wrd,ltr,Warduji
FALSE,wrg,ltr,Warungu
FALSE,wrh,ltr,Wiradhuri
FALSE,wrk,ltr,Garrwa
FALSE,wrl,ltr,Warlmanpa
FALSE,wrm,ltr,Warumungu
FALSE,wrn,ltr,Warnang
FALSE,wro,ltr,Worrorra
FALSE,wrp,ltr,Waropen
FALSE,wrr,ltr,Wardaman
FALSE,wrs,ltr,Waris
FALSE,wru,ltr,Waru
FALSE,wrv,ltr,Waruna
FALSE,wrx,ltr,Wae Rana
FALSE,wry,ltr,Merwari
FALSE,wsa,ltr,Warembori
FALSE,wsg,ltr,Adilabad Gondi
FALSE,wsi,ltr,Wusi
FALSE,wsk,ltr,Waskia
FALSE,wsk-x-kaul,ltr,Kaul
FALSE,wsk-x-makitu,ltr,Makitu
FALSE,wsk-x-samoan1,ltr,Samoan 1
FALSE,wsk-x-sipiram,ltr,Sipiram
FALSE,wsk-x-urugen,ltr,Urugen
FALSE,wsr,ltr,Owenia
FALSE,wss,ltr,Wasa
FALSE,wsu,ltr,Wasu
FALSE,wtf,ltr,Watiwa
FALSE,wtf-x-musuam,ltr,Musuam
FALSE,wti,ltr,Berta
FALSE,wtk,ltr,Watakataui
FALSE,wtm,ltr,Mewati
FALSE,wtw,ltr,Wotu
FALSE,wua,ltr,Wikngenchera
FALSE,wub,ltr,Wunambal
FALSE,wud,ltr,Wudu
FALSE,wuh,ltr,Wutunhua
FALSE,wul,ltr,Silimo
FALSE,wum,ltr,Wumbvu
FALSE,wun,ltr,Bungu
FALSE,wut,ltr,Wutung
FALSE,wut-x-hofi,ltr,Hofi
FALSE,wuu,ltr,"Chinese, Wu"
FALSE,wuv,ltr,Wuvulu-Aua
FALSE,wux,ltr,Wulna
FALSE,wuy,ltr,Wauyai
FALSE,wwa,ltr,Waama
FALSE,wwo,ltr,Dorig
FALSE,www,ltr,Wawa
FALSE,wxa,ltr,Waxianghua
FALSE,wya,ltr,Wyandot
FALSE,wyb,ltr,Wangaaybuwan-Ngiyambaa
FALSE,wym,ltr,Wymysorys
FALSE,wyr,ltr,Wayoró
FALSE,wyy,ltr,"Fijian, Western"
FALSE,wyy-x-nabila,ltr,Nabila
FALSE,wyy-x-nadi,ltr,Nadi
FALSE,wyy-x-nadroga,ltr,Nadroga
FALSE,wyy-x-rakiraki,ltr,Rakiraki
FALSE,-x-,ltr,Rwandan Sign Language
